UTC,board,TH1,TH2,TH3,U4,U5,U6,U7,TH4,TH5,TH6,J7,J8,J12,J13,J14,J15,J16,heater_v_high,heater_v_low,heater_curr,heater_mode,target_temp,target_sensor,heater_duty
2023-08-16 01:09:29.463328,2,1961,2009,1970,6000,5909,6052,5987,1968,2001,1987,1969,,,,,,,3111,3109,8,0,1044,0,255
2023-08-16 01:09:34.511227,1,1980,2018,1974,6006,5959,6064,6014,1975,1999,1993,,,,,,,,3081,3083,9,0,1044,0,255
2023-08-16 01:09:34.511227,2,1964,2011,1973,6001,5904,6050,5981,1967,2000,1987,1969,,,,,,,3114,3110,8,0,1044,0,255
2023-08-16 01:09:39.558540,1,1980,2017,1974,6007,5956,6060,6008,1975,2003,1995,,,,,,,,3092,3087,10,0,1044,0,255
2023-08-16 01:09:39.558540,2,1963,2010,1971,5999,5910,6048,5984,1967,2000,1985,1967,,,,,,,3114,3109,9,0,1044,0,255
2023-08-16 01:09:44.606393,1,1981,2018,1974,6005,5956,6057,6006,1974,2000,1993,,,,,,,,3085,3082,9,0,1044,0,255
2023-08-16 01:09:44.606393,2,1964,2010,1973,5997,5910,6051,5981,1968,2002,1984,1970,,,,,,,3108,3110,9,0,1044,0,255
2023-08-16 01:09:49.649048,1,1982,2018,1974,6002,5958,6062,6010,1975,1999,1992,,,,,,,,3094,3083,9,0,1044,0,255
2023-08-16 01:09:49.649048,2,1965,2011,1971,5999,5904,6050,5983,1970,2003,1984,1971,,,,,,,3119,3113,9,0,1044,0,255
2023-08-16 01:09:54.699457,1,1987,2016,1975,6004,5959,6062,6008,1975,2001,1991,,,,,,,,3084,3081,7,0,1044,0,255
2023-08-16 01:09:54.699457,2,1963,2011,1971,6002,5906,6050,5985,1969,2000,1985,1970,,,,,,,3119,3108,9,0,1044,0,255
2023-08-16 01:09:59.757218,1,1981,2018,1974,6007,5957,6062,6012,1976,1998,1993,,,,,,,,3081,3081,8,0,1044,0,255
2023-08-16 01:09:59.757218,2,1963,2011,1972,5994,5909,6054,5980,1967,1998,1984,1969,,,,,,,3089,3113,9,0,1044,0,255
2023-08-16 01:10:04.807524,1,1980,2015,1972,6008,5956,6062,6008,1973,2000,1994,,,,,,,,3077,3083,8,0,1044,0,255
2023-08-16 01:10:04.807524,2,1963,2010,1971,5997,5911,6050,5984,1966,1999,1985,1968,,,,,,,3116,3110,9,0,1044,0,255
2023-08-16 01:10:09.853366,1,1983,2020,1975,6008,5953,6062,6010,1976,1999,1992,,,,,,,,3071,3085,9,0,1044,0,255
2023-08-16 01:10:09.853366,2,1964,2010,1971,5999,5902,6053,5983,1967,2000,1985,1970,,,,,,,3115,3107,8,0,1044,0,255
2023-08-16 01:10:14.898960,1,1979,2018,1975,6007,5960,6062,6007,1976,2003,1992,,,,,,,,3094,3081,8,0,1044,0,255
2023-08-16 01:10:14.898960,2,1963,2011,1972,5996,5906,6048,5979,1962,2001,1985,1969,,,,,,,3102,3111,9,0,1044,0,255
2023-08-16 01:10:19.949911,1,1980,2016,1974,6006,5956,6063,6009,1975,2000,1992,,,,,,,,3087,3085,9,0,1044,0,255
2023-08-16 01:10:19.949911,2,1963,2011,1972,5997,5905,6055,5986,1967,2000,1984,1969,,,,,,,3109,3109,8,0,1044,0,255
2023-08-16 01:10:24.999309,1,1979,2016,1985,6005,5954,6063,6009,1976,1999,1994,,,,,,,,3085,3083,9,0,1044,0,255
2023-08-16 01:10:24.999309,2,1964,2010,1971,5995,5909,6049,5982,1969,1999,1984,1969,,,,,,,3118,3110,9,0,1044,0,255
2023-08-16 01:10:30.049857,1,1985,2017,1975,6003,5955,6058,6009,1976,1999,1992,,,,,,,,3092,3083,8,0,1044,0,255
2023-08-16 01:10:30.049857,2,1963,2010,1973,5995,5906,6050,5982,1968,1999,1986,1970,,,,,,,3105,3107,9,0,1044,0,255
2023-08-16 01:10:35.098993,1,1983,2017,1973,6002,5953,6060,6006,1976,1999,1995,,,,,,,,3084,3084,9,0,1044,0,255
2023-08-16 01:10:35.098993,2,1963,2011,1970,5994,5910,6048,5979,1967,2000,1986,1968,,,,,,,3115,3107,8,0,1044,0,255
2023-08-16 01:10:40.154990,1,1981,2017,1976,6006,5957,6058,6007,1974,1999,1993,,,,,,,,3079,3082,9,0,1044,0,255
2023-08-16 01:10:40.154990,2,1963,2010,1970,5995,5905,6045,5983,1965,2006,1987,1967,,,,,,,3111,3113,8,0,1044,0,255
2023-08-16 01:10:45.205707,1,1982,2017,1976,6008,5954,6061,6007,1976,2000,1996,,,,,,,,3073,3083,8,0,1044,0,255
2023-08-16 01:10:45.205707,2,1963,2011,1970,5994,5907,6048,5984,1968,2003,1986,1969,,,,,,,3115,3112,9,0,1044,0,255
2023-08-16 01:10:50.251278,1,1982,2017,1975,6005,5954,6060,6010,1975,2000,1993,,,,,,,,3085,3079,9,0,1044,0,255
2023-08-16 01:10:50.251278,2,1964,2009,1970,5993,5905,6053,5986,1968,1999,1984,1968,,,,,,,3099,3110,9,0,1044,0,255
2023-08-16 01:10:55.300887,1,1981,2016,1973,6003,5953,6063,6008,1973,1999,1990,,,,,,,,3062,3083,8,0,1044,0,255
2023-08-16 01:10:55.300887,2,1963,2011,1968,5993,5904,6049,5980,1967,2003,1984,1967,,,,,,,3122,3110,9,0,1044,0,255
2023-08-16 01:11:00.355519,1,1979,2016,1975,6003,5948,6057,6007,1976,2000,1994,,,,,,,,3087,3083,9,0,1044,0,255
2023-08-16 01:11:00.355519,2,1963,2010,1972,5991,5900,6048,5983,1966,1997,1986,1967,,,,,,,3104,3106,9,0,1044,0,255
2023-08-16 01:11:05.401990,1,1981,2018,1974,6001,5957,6057,6008,1979,1999,1994,,,,,,,,3080,3086,9,0,1044,0,255
2023-08-16 01:11:05.401990,2,1962,2010,1971,5992,5904,6049,5984,1967,2000,1983,1968,,,,,,,3125,3110,9,0,1044,0,255
2023-08-16 01:11:10.451606,1,1982,2018,1973,6006,5949,6064,6010,1975,2003,1993,,,,,,,,3082,3085,10,0,1044,0,255
2023-08-16 01:11:10.451606,2,1963,2008,1973,5992,5901,6051,5981,1965,2001,1984,1969,,,,,,,3110,3109,9,0,1044,0,255
2023-08-16 01:11:15.498704,1,1981,2016,1976,6004,5953,6061,6011,1976,2000,1995,,,,,,,,3074,3081,10,0,1044,0,255
2023-08-16 01:11:15.498704,2,1962,2009,1970,5996,5901,6051,5984,1968,1999,1984,1968,,,,,,,3122,3111,10,0,1044,0,255
2023-08-16 01:11:20.562099,1,1981,2018,1975,6003,5956,6061,6008,1975,1999,1992,,,,,,,,3084,3081,9,0,1044,0,255
2023-08-16 01:11:20.562099,2,1963,2011,1972,5993,5910,6049,5982,1971,2002,1984,1969,,,,,,,3102,3106,9,0,1044,0,255
2023-08-16 01:11:25.610614,1,1987,2016,1975,6007,5955,6058,6009,1974,2001,1993,,,,,,,,3077,3085,8,0,1044,0,255
2023-08-16 01:11:25.610614,2,1964,2010,1971,5994,5904,6052,5983,1963,2002,1988,1970,,,,,,,3114,3105,8,0,1044,0,255
2023-08-16 01:11:30.662868,1,1981,2017,1973,6004,5954,6060,6008,1977,1997,1992,,,,,,,,3087,3086,9,0,1044,0,255
2023-08-16 01:11:30.662868,2,1963,2011,1971,5992,5907,6051,5982,1968,2000,1986,1970,,,,,,,3099,3107,10,0,1044,0,255
2023-08-16 01:11:35.710361,1,1981,2013,1976,6010,5955,6060,6006,1973,2000,1994,,,,,,,,3097,3085,9,0,1044,0,255
2023-08-16 01:11:35.710361,2,1962,2010,1970,5997,5906,6049,5980,1967,2000,1985,1969,,,,,,,3105,3110,9,0,1044,0,255
2023-08-16 01:11:40.756991,1,1982,2015,1975,6007,5956,6062,6013,1975,2002,1994,,,,,,,,3089,3079,8,0,1044,0,255
2023-08-16 01:11:40.756991,2,1963,2011,1972,5995,5899,6047,5984,1964,1999,1986,1969,,,,,,,3118,3107,9,0,1044,0,255
2023-08-16 01:11:45.805250,1,1980,2020,1975,6009,5953,6062,6008,1973,1999,1994,,,,,,,,3080,3081,8,0,1044,0,255
2023-08-16 01:11:45.805250,2,1965,2009,1972,6000,5905,6048,5981,1967,2000,1983,1969,,,,,,,3110,3107,10,0,1044,0,255
2023-08-16 01:11:50.858034,1,1979,2017,1974,6005,5951,6062,6010,1975,2001,1993,,,,,,,,3083,3084,9,0,1044,0,255
2023-08-16 01:11:50.858034,2,1962,2010,1971,5992,5902,6049,5978,1965,2002,1985,1969,,,,,,,3118,3105,9,0,1044,0,255
2023-08-16 01:11:55.906103,1,1981,2019,1973,6007,5958,6060,6009,1975,1999,1994,,,,,,,,3090,3086,9,0,1044,0,255
2023-08-16 01:11:55.906103,2,1963,2009,1971,5993,5902,6044,5979,1962,2000,1984,1968,,,,,,,3116,3109,8,0,1044,0,255
2023-08-16 01:12:00.953036,1,1981,2018,1975,6003,5952,6065,6013,1976,2003,1993,,,,,,,,3100,3090,9,0,1044,0,255
2023-08-16 01:12:00.953036,2,1971,2010,1971,5989,5902,6049,5982,1967,2000,1984,1968,,,,,,,3115,3109,7,0,1044,0,255
2023-08-16 01:12:06.007536,1,1978,2016,1975,6003,5956,6060,6008,1976,2001,1991,,,,,,,,3087,3087,9,0,1044,0,255
2023-08-16 01:12:06.007536,2,1964,2010,1971,5994,5901,6049,5983,1968,1999,1984,1970,,,,,,,3110,3107,8,0,1044,0,255
2023-08-16 01:12:11.059286,1,1978,2017,1975,6004,5952,6062,6008,1976,1998,1994,,,,,,,,3081,3081,9,0,1044,0,255
2023-08-16 01:12:11.059286,2,1963,2011,1971,5997,5898,6046,5982,1967,2005,1985,1967,,,,,,,3098,3107,9,0,1044,0,255
2023-08-16 01:12:16.107024,1,1979,2018,1975,6002,5951,6059,6009,1975,2000,1993,,,,,,,,3082,3082,9,0,1044,0,255
2023-08-16 01:12:16.107024,2,1974,2011,1970,5989,5901,6043,5978,1969,1996,1985,1966,,,,,,,3115,3107,9,0,1044,0,255
2023-08-16 01:12:21.156821,1,1979,2017,1975,6006,5950,6061,6009,1976,1997,1991,,,,,,,,3087,3088,8,0,1044,0,255
2023-08-16 01:12:21.156821,2,1963,2010,1970,5988,5896,6045,5982,1967,1998,1987,1969,,,,,,,3099,3107,8,0,1044,0,255
2023-08-16 01:12:26.212015,1,1979,2018,1974,6004,5952,6068,6006,1972,1999,1994,,,,,,,,3087,3076,9,0,1044,0,255
2023-08-16 01:12:26.212015,2,1961,2009,1969,5990,5901,6045,5979,1967,1999,1984,1967,,,,,,,3119,3113,9,0,1044,0,255
2023-08-16 01:12:31.258915,1,1979,2017,1971,6004,5954,6062,6008,1975,1996,1996,,,,,,,,3090,3089,8,0,1044,0,255
2023-08-16 01:12:31.258915,2,1963,2009,1970,5987,5896,6047,5981,1967,2001,1987,1969,,,,,,,3099,3110,9,0,1044,0,255
2023-08-16 01:12:36.308049,1,1983,2015,1976,6005,5952,6064,6011,1974,1999,1991,,,,,,,,3093,3079,9,0,1044,0,255
2023-08-16 01:12:36.308049,2,1961,2011,1972,5993,5901,6045,5980,1968,1998,1984,1967,,,,,,,3109,3107,8,0,1044,0,255
2023-08-16 01:12:41.356561,1,1981,2017,1974,6004,5955,6056,6007,1974,2000,1991,,,,,,,,3084,3083,9,0,1044,0,255
2023-08-16 01:12:41.356561,2,1962,2009,1971,5987,5899,6042,5979,1967,2000,1985,1969,,,,,,,3110,3105,9,0,1044,0,255
2023-08-16 01:12:46.402106,1,1980,2016,1974,5999,5954,6062,6007,1974,2000,1995,,,,,,,,3083,3080,7,0,1044,0,255
2023-08-16 01:12:46.402106,2,1963,2010,1970,5986,5898,6042,5977,1967,2001,1986,1970,,,,,,,3115,3109,9,0,1044,0,255
2023-08-16 01:12:51.457261,1,1980,2017,1973,6004,5954,6062,6007,1976,1999,1993,,,,,,,,3084,3082,9,0,1044,0,255
2023-08-16 01:12:51.457261,2,1961,2009,1971,5986,5901,6042,5982,1963,1997,1987,1968,,,,,,,3111,3106,9,0,1044,0,255
2023-08-16 01:12:56.508424,1,1979,2016,1973,5999,5955,6062,6007,1975,1999,1991,,,,,,,,3087,3090,9,0,1044,0,255
2023-08-16 01:12:56.508424,2,1962,2008,1970,5991,5902,6041,5981,1968,1999,1988,1968,,,,,,,3117,3109,9,0,1044,0,255
2023-08-16 01:13:01.554233,1,1978,2015,1974,6001,5952,6057,6007,1976,2001,1989,,,,,,,,3081,3087,9,0,1044,0,255
2023-08-16 01:13:01.554233,2,1963,2007,1970,5990,5898,6042,5983,1968,2002,1984,1969,,,,,,,3092,3105,9,0,1044,0,255
2023-08-16 01:13:06.602371,1,1981,2020,1972,6001,5952,6060,6008,1976,1999,1992,,,,,,,,3087,3081,10,0,1044,0,255
2023-08-16 01:13:06.602371,2,1964,2010,1971,5990,5899,6042,5979,1966,2002,1984,1968,,,,,,,3115,3107,9,0,1044,0,255
2023-08-16 01:13:11.642809,1,1980,2017,1974,6002,5954,6061,6004,1972,2000,1992,,,,,,,,3083,3081,9,0,1044,0,255
2023-08-16 01:13:11.642809,2,1962,2009,1971,5991,5899,6041,5981,1970,2002,1979,1970,,,,,,,3100,3103,9,0,1044,0,255
2023-08-16 01:13:16.699968,1,1981,2016,1972,5997,5955,6058,6005,1976,2002,1992,,,,,,,,3087,3084,8,0,1044,0,255
2023-08-16 01:13:16.699968,2,1960,2010,1970,5988,5902,6047,5983,1968,2002,1983,1967,,,,,,,3117,3112,9,0,1044,0,255
2023-08-16 01:13:21.750573,1,1978,2018,1971,6003,5952,6060,6006,1973,1997,1993,,,,,,,,3086,3084,11,0,1044,0,255
2023-08-16 01:13:21.750573,2,1962,2011,1971,5987,5899,6042,5982,1969,2001,1989,1970,,,,,,,3108,3108,9,0,1044,0,255
2023-08-16 01:13:26.801276,1,1982,2015,1974,6004,5955,6062,6010,1979,2001,1991,,,,,,,,3091,3085,9,0,1044,0,255
2023-08-16 01:13:26.801276,2,1963,2010,1971,5987,5899,6042,5981,1967,1999,1983,1970,,,,,,,3119,3111,8,0,1044,0,255
2023-08-16 01:13:31.868518,1,1978,2017,1974,5998,5952,6059,6007,1976,1996,1991,,,,,,,,3087,3078,9,0,1044,0,255
2023-08-16 01:13:31.868518,2,1963,2009,1972,5991,5903,6046,5981,1964,2000,1986,1966,,,,,,,3113,3108,9,0,1044,0,255
2023-08-16 01:13:36.922594,1,1983,2017,1976,6001,5955,6061,6009,1976,2000,1992,,,,,,,,3089,3084,9,0,1044,0,255
2023-08-16 01:13:36.922594,2,1962,2009,1970,5990,5899,6044,5978,1968,2000,1987,1967,,,,,,,3114,3104,9,0,1044,0,255
2023-08-16 01:13:41.972638,1,1979,2017,1974,6002,5954,6058,6007,1975,1997,1993,,,,,,,,3079,3087,9,0,1044,0,255
2023-08-16 01:13:41.972638,2,1962,2007,1970,5990,5898,6039,5980,1962,1999,1983,1968,,,,,,,3093,3110,7,0,1044,0,255
2023-08-16 01:13:47.021394,1,1981,2017,1973,6003,5955,6059,6005,1976,1999,1992,,,,,,,,3085,3083,9,0,1044,0,255
2023-08-16 01:13:47.021394,2,1961,2010,1970,5988,5896,6042,5980,1967,2000,1985,1968,,,,,,,3112,3114,9,0,1044,0,255
2023-08-16 01:13:52.070703,1,1979,2015,1975,6002,5953,6058,6007,1975,1999,1990,,,,,,,,3085,3083,9,0,1044,0,255
2023-08-16 01:13:52.070703,2,1961,2008,1971,5988,5895,6045,5980,1966,2002,1988,1971,,,,,,,3110,3111,10,0,1044,0,255
2023-08-16 01:13:57.122261,1,1979,2018,1975,6000,5954,6064,6008,1974,1999,1994,,,,,,,,3071,3077,9,0,1044,0,255
2023-08-16 01:13:57.122261,2,1961,2010,1969,5994,5901,6042,5981,1966,2003,1983,1966,,,,,,,3100,3107,7,0,1044,0,255
2023-08-16 01:14:02.179240,1,1981,2017,1975,6003,5955,6063,6006,1977,1999,1994,,,,,,,,3092,3080,8,0,1044,0,255
2023-08-16 01:14:02.179240,2,1963,2012,1969,5990,5903,6046,5981,1968,2002,1986,1967,,,,,,,3111,3112,9,0,1044,0,255
2023-08-16 01:14:07.225862,1,1981,2016,1973,6002,5954,6059,6009,1976,2000,1994,,,,,,,,3085,3088,9,0,1044,0,255
2023-08-16 01:14:07.225862,2,1963,2010,1970,5992,5902,6047,5980,1966,1999,1986,1968,,,,,,,3114,3109,8,0,1044,0,255
2023-08-16 01:14:12.277025,1,1981,2017,1971,6005,5956,6066,6009,1975,2000,1993,,,,,,,,3091,3085,8,0,1044,0,255
2023-08-16 01:14:12.277025,2,1963,2011,1971,5997,5906,6046,5982,1964,1997,1984,1970,,,,,,,3113,3107,9,0,1044,0,255
2023-08-16 01:14:17.322962,1,1981,2017,1974,6004,5956,6062,6009,1978,2001,1991,,,,,,,,3086,3082,9,0,1044,0,255
2023-08-16 01:14:17.322962,2,1963,2009,1973,5996,5903,6048,5981,1969,2001,1984,1970,,,,,,,3118,3109,8,0,1044,0,255
2023-08-16 01:14:22.379526,1,1978,2018,1975,6007,5953,6063,6007,1973,2000,1992,,,,,,,,3084,3081,9,0,1044,0,255
2023-08-16 01:14:22.379526,2,1961,2010,1971,5996,5905,6048,5982,1966,1999,1983,1968,,,,,,,3102,3110,9,0,1044,0,255
2023-08-16 01:14:27.437159,1,1982,2016,1972,6006,5955,6063,6007,1976,2000,1992,,,,,,,,3077,3086,8,0,1044,0,255
2023-08-16 01:14:27.437159,2,1963,2009,1971,5990,5901,6043,5978,1969,1999,1989,1966,,,,,,,3114,3107,10,0,1044,0,255
2023-08-16 01:14:32.483126,1,1979,2015,1973,6005,5956,6059,6003,1976,1998,1994,,,,,,,,3086,3083,10,0,1044,0,255
2023-08-16 01:14:32.483126,2,1963,2008,1968,5993,5906,6045,5979,1967,2001,1991,1968,,,,,,,3112,3109,9,0,1044,0,255
2023-08-16 01:14:37.535850,1,1980,2018,1974,6007,5955,6063,6011,1976,1999,1994,,,,,,,,3081,3082,9,0,1044,0,255
2023-08-16 01:14:37.535850,2,1963,2010,1970,5991,5904,6041,5979,1967,2000,1983,1969,,,,,,,3113,3109,9,0,1044,0,255
2023-08-16 01:14:42.591057,1,1982,2017,1975,6007,5949,6060,6008,1974,1998,1993,,,,,,,,3087,3085,9,0,1044,0,255
2023-08-16 01:14:42.591057,2,1965,2011,1971,5994,5907,6051,5978,1967,1999,1983,1971,,,,,,,3112,3111,9,0,1044,0,255
2023-08-16 01:14:47.633374,1,1982,2017,1973,6010,5954,6060,6011,1978,1999,1994,,,,,,,,3094,3078,9,0,1044,0,255
2023-08-16 01:14:47.633374,2,1963,2009,1969,5994,5907,6046,5980,1967,2002,1985,1968,,,,,,,3114,3107,10,0,1044,0,255
2023-08-16 01:14:52.690502,1,1979,2015,1975,6007,5954,6064,6011,1975,2000,1992,,,,,,,,3094,3083,9,0,1044,0,255
2023-08-16 01:14:52.690502,2,1962,2009,1973,5999,5906,6051,5982,1966,2000,1984,1967,,,,,,,3102,3111,9,0,1044,0,255
2023-08-16 01:14:57.738667,1,1979,2016,1975,6005,5951,6062,6009,1974,2001,1995,,,,,,,,3088,3086,9,0,1044,0,255
2023-08-16 01:14:57.738667,2,1963,2009,1970,5999,5903,6051,5979,1967,2000,1987,1969,,,,,,,3107,3107,9,0,1044,0,255
2023-08-16 01:15:02.788422,1,1979,2016,1975,6004,5957,6065,6010,1974,2000,1995,,,,,,,,3076,3083,9,0,1044,0,255
2023-08-16 01:15:02.788422,2,1961,2012,1970,5998,5904,6047,5983,1968,2002,1981,1968,,,,,,,3103,3107,10,0,1044,0,255
2023-08-16 01:15:07.838592,1,1980,2017,1976,6001,5955,6058,6005,1974,1999,1992,,,,,,,,3084,3083,10,0,1044,0,255
2023-08-16 01:15:07.838592,2,1962,2010,1970,5987,5904,6045,5980,1964,2000,1985,1967,,,,,,,3115,3112,8,0,1044,0,255
2023-08-16 01:15:12.886661,1,1979,2017,1976,6007,5953,6061,6003,1977,2000,1995,,,,,,,,3071,3081,9,0,1044,0,255
2023-08-16 01:15:12.886661,2,1963,2009,1971,5990,5900,6048,5977,1963,2001,1985,1967,,,,,,,3107,3107,8,0,1044,0,255
2023-08-16 01:15:17.934795,1,1981,2015,1974,6006,5957,6062,6009,1975,2000,1991,,,,,,,,3091,3082,8,0,1044,0,255
2023-08-16 01:15:17.934795,2,1963,2011,1969,5991,5906,6044,5981,1969,1999,1984,1969,,,,,,,3111,3110,9,0,1044,0,255
2023-08-16 01:15:22.980994,1,1980,2018,1974,6002,5954,6055,6011,1975,2001,1995,,,,,,,,3080,3083,9,0,1044,0,255
2023-08-16 01:15:22.980994,2,1962,2010,1972,5992,5899,6045,5980,1968,1997,1984,1970,,,,,,,3114,3106,9,0,1044,0,255
2023-08-16 01:15:28.029730,1,1981,2018,1975,6004,5950,6055,6005,1974,1999,1994,,,,,,,,3066,3081,9,0,1044,0,255
2023-08-16 01:15:28.029730,2,1963,2010,1969,5987,5904,6044,5981,1967,2000,1984,1969,,,,,,,3112,3111,9,0,1044,0,255
2023-08-16 01:15:33.083266,1,1984,2018,1974,6005,5956,6060,6005,1975,2000,1993,,,,,,,,3096,3084,9,0,1044,0,255
2023-08-16 01:15:33.083266,2,1963,2010,1969,5990,5905,6044,5978,1968,2002,1990,1966,,,,,,,3104,3107,9,0,1044,0,255
2023-08-16 01:15:38.137310,1,1981,2017,1975,6007,5955,6058,6005,1972,2002,1992,,,,,,,,3084,3086,9,0,1044,0,255
2023-08-16 01:15:38.137310,2,1961,2010,1968,5994,5902,6043,5977,1969,2001,1983,1969,,,,,,,3098,3108,9,0,1044,0,255
2023-08-16 01:15:43.184019,1,1979,2016,1971,6004,5952,6060,6009,1977,1999,1991,,,,,,,,3079,3085,10,0,1044,0,255
2023-08-16 01:15:43.184019,2,1961,2011,1971,5991,5903,6045,5982,1967,2001,1984,1970,,,,,,,3109,3105,9,0,1044,0,255
2023-08-16 01:15:48.256378,1,1981,2018,1975,6003,5950,6060,6006,1974,1999,1991,,,,,,,,3081,3084,8,0,1044,0,255
2023-08-16 01:15:48.256378,2,1962,2011,1969,5995,5907,6046,5976,1970,2000,1984,1971,,,,,,,3105,3110,10,0,1044,0,255
2023-08-16 01:15:53.308281,1,1980,2018,1975,6003,5955,6063,6009,1977,1997,1994,,,,,,,,3080,3090,9,0,1044,0,255
2023-08-16 01:15:53.308281,2,1963,2011,1972,5997,5903,6049,5979,1968,1995,1986,1970,,,,,,,3102,3112,8,0,1044,0,255
2023-08-16 01:15:58.362531,1,1981,2018,1974,6003,5954,6063,6009,1978,1998,1991,,,,,,,,3083,3086,9,0,1044,0,255
2023-08-16 01:15:58.362531,2,1963,2010,1968,5992,5906,6046,5984,1968,2001,1984,1969,,,,,,,3104,3107,8,0,1044,0,255
2023-08-16 01:16:03.412684,1,1979,2019,1973,6009,5954,6061,6011,1979,2001,1993,,,,,,,,3090,3080,8,0,1044,0,255
2023-08-16 01:16:03.412684,2,1962,2009,1972,5996,5904,6050,5982,1966,2003,1984,1969,,,,,,,3106,3107,8,0,1044,0,255
2023-08-16 01:16:08.461948,1,1981,2019,1973,6002,5956,6059,6008,1975,2002,1995,,,,,,,,3091,3084,8,0,1044,0,255
2023-08-16 01:16:08.461948,2,1963,2010,1971,5996,5908,6047,5980,1967,1996,1987,1970,,,,,,,3095,3108,9,0,1044,0,255
2023-08-16 01:16:13.517482,1,1981,2017,1974,6007,5952,6060,6004,1977,2001,1994,,,,,,,,3094,3079,8,0,1044,0,255
2023-08-16 01:16:13.517482,2,1962,2011,1970,5993,5907,6050,5976,1971,2002,1984,1967,,,,,,,3105,3107,9,0,1044,0,255
2023-08-16 01:16:18.565692,1,1979,2016,1975,6002,5949,6062,6006,1976,2000,1995,,,,,,,,3093,3085,9,0,1044,0,255
2023-08-16 01:16:18.565692,2,1963,2011,1969,5993,5901,6043,5979,1968,1997,1986,1969,,,,,,,3118,3111,9,0,1044,0,255
2023-08-16 01:16:23.618709,1,1980,2017,1974,6001,5953,6056,6009,1975,1999,1995,,,,,,,,3084,3086,9,0,1044,0,255
2023-08-16 01:16:23.618709,2,1961,2011,1970,5990,5903,6043,5977,1968,1997,1987,1969,,,,,,,3119,3108,9,0,1044,0,255
2023-08-16 01:16:28.680825,1,1981,2017,1975,5998,5956,6067,6006,1976,2000,1991,,,,,,,,3086,3086,9,0,1044,0,255
2023-08-16 01:16:28.680825,2,1962,2009,1969,5989,5907,6045,5980,1967,2001,1989,1967,,,,,,,3097,3107,9,0,1044,0,255
2023-08-16 01:16:33.728971,1,1980,2017,1973,6004,5951,6060,6011,1976,2002,1993,,,,,,,,3074,3078,9,0,1044,0,255
2023-08-16 01:16:33.728971,2,1962,2012,1970,5995,5899,6047,5981,1961,2000,1983,1970,,,,,,,3091,3109,9,0,1044,0,255
2023-08-16 01:16:38.776548,1,1982,2016,1975,6008,5953,6064,6006,1976,2000,1996,,,,,,,,3087,3081,9,0,1044,0,255
2023-08-16 01:16:38.776548,2,1960,2011,1970,5989,5900,6044,5977,1968,1998,1984,1969,,,,,,,3109,3108,9,0,1044,0,255
2023-08-16 01:16:43.823520,1,1981,2017,1971,6004,5950,6062,6009,1976,2000,1991,,,,,,,,3072,3082,9,0,1044,0,255
2023-08-16 01:16:43.823520,2,1963,2010,1973,5992,5900,6045,5979,1967,2000,1984,1968,,,,,,,3099,3106,9,0,1044,0,255
2023-08-16 01:16:48.877821,1,1977,2016,1974,6001,5952,6058,6004,1977,2000,1995,,,,,,,,3084,3087,9,0,1044,0,255
2023-08-16 01:16:48.877821,2,1962,2011,1969,5996,5902,6041,5974,1967,2003,1985,1969,,,,,,,3099,3109,9,0,1044,0,255
2023-08-16 01:16:53.928350,1,1979,2018,1975,6001,5954,6058,6006,1973,1996,1991,,,,,,,,3092,3082,9,0,1044,0,255
2023-08-16 01:16:53.928350,2,1961,2009,1970,5990,5900,6044,5979,1966,1999,1984,1969,,,,,,,3115,3113,9,0,1044,0,255
2023-08-16 01:16:58.975490,1,1981,2015,1976,6003,5950,6058,6003,1972,1999,1995,,,,,,,,3071,3078,8,0,1044,0,255
2023-08-16 01:16:58.975490,2,1961,2010,1972,5990,5905,6038,5982,1970,2000,1985,1970,,,,,,,3114,3109,10,0,1044,0,255
2023-08-16 01:17:04.026183,1,1978,2016,1972,6003,5953,6057,6005,1975,1999,1991,,,,,,,,3073,3083,10,0,1044,0,255
2023-08-16 01:17:04.026183,2,1963,2011,1979,5987,5897,6039,5978,1970,2000,1987,1969,,,,,,,3118,3110,9,0,1044,0,255
2023-08-16 01:17:09.076609,1,1979,2018,1975,5999,5946,6057,6006,1973,2001,1993,,,,,,,,3075,3086,9,0,1044,0,255
2023-08-16 01:17:09.076609,2,1961,2011,1971,5990,5897,6039,5976,1968,1999,1984,1967,,,,,,,3117,3112,9,0,1044,0,255
2023-08-16 01:17:14.125394,1,1980,2017,1975,6003,5949,6057,6003,1974,1997,1994,,,,,,,,3088,3082,9,0,1044,0,255
2023-08-16 01:17:14.125394,2,1961,2010,1972,5984,5901,6040,5979,1970,2001,1983,1967,,,,,,,3116,3109,9,0,1044,0,255
2023-08-16 01:17:19.177575,1,1979,2019,1973,6004,5947,6057,6008,1973,2001,1990,,,,,,,,3089,3087,9,0,1044,0,255
2023-08-16 01:17:19.177575,2,1962,2009,1970,5989,5898,6039,5981,1966,2001,1988,1967,,,,,,,3119,3109,9,0,1044,0,255
2023-08-16 01:17:24.226050,1,1981,2018,1974,6002,5949,6055,6006,1975,1999,1992,,,,,,,,3081,3085,9,0,1044,0,255
2023-08-16 01:17:24.226050,2,1963,2008,1970,5987,5895,6038,5977,1967,1999,1984,1967,,,,,,,3119,3107,9,0,1044,0,255
2023-08-16 01:17:29.273669,1,1980,2016,1974,6002,5948,6057,6005,1973,1999,1995,,,,,,,,3086,3080,9,0,1044,0,255
